person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
26,21000,RENT,0.0,VENTURE,A,27.575603222175797,3.92390828959631,0,0.1421635234861285,N,4
22,21600,RENT,0.0,MEDICAL,C,27.575603222175797,5.627440931456312,0,0.13845665072713714,N,3
21,22000,RENT,1.0,MEDICAL,A,27.575603222175797,3.9678435512490733,0,0.13845665072713714,N,2
26,40000,MORTGAGE,3.0,VENTURE,A,24.74800081370722,4.00811549281157,0,0.06650815354866042,N,4
21,34000,OTHER,3.0,VENTURE,E,33.30168392317658,6.1849130604832085,1,0.15865969514278924,Y,2
22,24000,RENT,6.0,EDUCATION,A,27.575603222175797,3.8350506231702495,0,0.13058052038600915,N,2
22,24500,RENT,3.0,MEDICAL,B,27.575603222175797,4.8375500854341364,0,0.13058052038600915,N,2
25,26000,RENT,1.0,PERSONAL,B,27.575603222175797,4.8375500854341364,0,0.12203542417018451,N,4
22,26004,RENT,5.0,MEDICAL,B,27.575603222175797,4.936829374622175,0,0.12203542417018451,N,4
24,26085,RENT,2.0,EDUCATION,C,27.575603222175797,5.590419006012278,0,0.12203542417018451,Y,3
21,27000,RENT,1.0,EDUCATION,A,27.575603222175797,3.841933563093266,0,0.12203542417018451,N,2
22,40000,MORTGAGE,1.0,PERSONAL,E,31.70230103673127,6.263238257777969,0,0.13058052038600915,Y,3
21,27700,RENT,5.0,PERSONAL,A,27.575603222175797,3.5273976135530263,0,0.1174905742817938,N,4
26,27880,RENT,1.0,MEDICAL,B,27.575603222175797,4.412668785079047,0,0.1174905742817938,N,4
22,29000,RENT,6.0,MEDICAL,C,27.575603222175797,5.494384624273208,0,0.1174905742817938,Y,4
25,34000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,24.19955612823122,4.79625112717375,1,0.07321898211290748,N,3
22,29534,RENT,1.0,EDUCATION,B,27.575603222175797,5.2209614143029945,0,0.11275172017356352,N,4
23,40000,MORTGAGE,1.0,VENTURE,B,18.61636486622185,4.890286951579535,0,0.027922524440751297,N,2
24,30000,RENT,5.0,EDUCATION,A,27.575603222175797,3.6602719442568312,0,0.11275172017356352,N,4
23,30000,RENT,6.0,EDUCATION,A,27.575603222175797,3.8350506231702495,0,0.11275172017356352,N,3
24,30000,RENT,8.0,VENTURE,B,27.575603222175797,5.08031317164926,0,0.11275172017356352,N,2
24,30000,RENT,0.0,EDUCATION,C,27.575603222175797,5.590419006012278,0,0.11275172017356352,N,3
26,40000,MORTGAGE,10.0,VENTURE,B,28.189364500014022,4.667813767031882,0,0.09726738541716978,N,3
25,30000,RENT,5.0,DEBTCONSOLIDATION,C,27.575603222175797,5.003195092393335,0,0.11275172017356352,Y,3
24,40000,OWN,4.0,MEDICAL,A,17.64437259265911,3.793582158847761,0,0.027922524440751297,N,2
22,40000,MORTGAGE,5.0,MEDICAL,A,27.887153737473458,3.9001160375654673,0,0.09726738541716978,N,4
24,32000,RENT,6.0,MEDICAL,B,27.575603222175797,4.819880992538064,0,0.10780879944927324,N,2
22,32000,RENT,3.0,DEBTCONSOLIDATION,D,27.575603222175797,6.381763053375524,1,0.10780879944927324,Y,2
22,32000,RENT,0.0,DEBTCONSOLIDATION,B,27.575603222175797,4.971533367663319,0,0.10780879944927324,N,4
25,32000,RENT,0.0,EDUCATION,A,27.575603222175797,3.713264082490948,0,0.10780879944927324,N,3
22,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,31.70230103673127,4.570612085495945,0,0.13058052038600915,N,4
22,32000,RENT,1.0,EDUCATION,C,27.575603222175797,5.659032347003334,0,0.10780879944927324,N,4
23,32640,RENT,5.0,VENTURE,B,27.575603222175797,5.2209614143029945,0,0.10780879944927324,N,2
26,33000,RENT,6.0,EDUCATION,B,27.575603222175797,5.41341092089616,0,0.10780879944927324,N,4
22,33000,RENT,3.0,MEDICAL,A,27.575603222175797,3.8350506231702495,0,0.10780879944927324,N,4
22,40000,MORTGAGE,1.0,EDUCATION,B,36.13931544560162,4.685882589128695,0,0.17228497321906472,N,3
26,40000,OWN,0.0,MEDICAL,B,37.524114979005375,4.533790647291129,0,0.18362031118897987,N,4
24,33000,RENT,4.0,MEDICAL,D,27.575603222175797,5.993315900450984,1,0.10780879944927324,Y,4
24,40000,OWN,6.0,MEDICAL,D,27.887153737473458,5.184656331290282,0,0.09726738541716978,N,4
23,34000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,23.05358286631471,5.529204241667858,1,0.059486443386211396,N,3
23,33000,RENT,5.0,DEBTCONSOLIDATION,D,27.575603222175797,5.899606094473986,1,0.10780879944927324,Y,3
25,34000,MORTGAGE,2.0,VENTURE,C,37.82002022255997,5.003195092393335,1,0.19647625278770423,N,4
24,33600,RENT,0.0,MEDICAL,B,27.575603222175797,5.184656331290282,0,0.10265113379417039,N,2
26,35000,RENT,0.0,DEBTCONSOLIDATION,A,27.575603222175797,4.3019985976324175,0,0.10265113379417039,N,2
22,40058,MORTGAGE,5.0,VENTURE,B,29.316386072918462,4.616352236792386,0,0.10780879944927324,N,2
22,35000,RENT,3.0,EDUCATION,A,27.575603222175797,3.0726900811864266,0,0.10265113379417039,N,3
25,35000,RENT,9.0,VENTURE,B,27.575603222175797,4.980182550190449,0,0.10265113379417039,N,2
25,35000,RENT,1.0,MEDICAL,C,27.575603222175797,4.727855457523043,0,0.10265113379417039,N,2
23,40104,OTHER,7.0,EDUCATION,C,33.669449219720555,5.421547832253201,0,0.14915050329746676,Y,2
24,40113,MORTGAGE,6.0,HOMEIMPROVEMENT,A,27.887153737473458,3.713264082490948,0,0.09164550999092827,N,2
23,36000,RENT,0.0,PERSONAL,B,27.575603222175797,4.971533367663319,0,0.09726738541716978,N,3
21,40200,MORTGAGE,5.0,MEDICAL,A,30.80936480079434,3.9678435512490733,0,0.12203542417018451,N,2
25,30000,RENT,0.0,HOMEIMPROVEMENT,E,27.575603222175797,6.251048689197569,1,0.11275172017356352,Y,2
26,40224,MORTGAGE,0.0,PERSONAL,A,30.57440519123776,3.8039769080310055,0,0.1174905742817938,N,2
22,40269,MORTGAGE,6.0,DEBTCONSOLIDATION,C,30.119726746108412,6.073489853364605,0,0.11275172017356352,Y,3
26,40272,MORTGAGE,3.0,EDUCATION,B,33.669449219720555,5.184656331290282,0,0.14915050329746676,N,3
23,40308,MORTGAGE,1.0,EDUCATION,A,27.887153737473458,3.9001160375654673,0,0.09164550999092827,N,4
25,38000,RENT,9.0,MEDICAL,B,27.575603222175797,5.142537787494117,0,0.09726738541716978,N,4
22,32400,RENT,7.0,PERSONAL,C,27.575603222175797,5.7556335311814575,1,0.10780879944927324,Y,2
22,38790,RENT,0.0,EDUCATION,C,27.575603222175797,5.708788747718368,0,0.09164550999092827,Y,3
26,39996,RENT,5.0,EDUCATION,C,27.575603222175797,5.494384624273208,0,0.09164550999092827,N,4
22,40499,MORTGAGE,7.0,MEDICAL,B,34.95611857741812,5.176252292505034,0,0.15865969514278924,N,4
24,40800,RENT,5.0,MEDICAL,C,27.575603222175797,5.72182953889128,0,0.09164550999092827,Y,3
22,41300,RENT,6.0,EDUCATION,B,27.575603222175797,5.19305060386713,0,0.09164550999092827,N,3
25,40500,MORTGAGE,5.0,HOMEIMPROVEMENT,B,29.9638182623457,4.5307128726487935,0,0.11275172017356352,N,4
22,41504,RENT,6.0,EDUCATION,C,27.575603222175797,5.494384624273208,0,0.09164550999092827,N,4
22,42000,RENT,4.0,DEBTCONSOLIDATION,C,27.575603222175797,5.8510525826631365,0,0.08577270577368722,N,4
25,42000,RENT,2.0,DEBTCONSOLIDATION,C,27.575603222175797,5.55587996430581,0,0.08577270577368722,N,4
22,42996,RENT,3.0,PERSONAL,C,27.575603222175797,4.948416528223817,0,0.08577270577368722,N,4
26,44600,RENT,0.0,EDUCATION,C,27.575603222175797,5.927580842868323,0,0.08577270577368722,N,2
25,45000,RENT,9.0,EDUCATION,A,27.575603222175797,3.841933563093266,0,0.08577270577368722,N,3
26,45000,RENT,1.0,MEDICAL,A,27.575603222175797,3.0726900811864266,0,0.08577270577368722,N,2
23,39000,RENT,0.0,PERSONAL,E,27.575603222175797,6.734655383131258,1,0.09164550999092827,N,4
26,40610,MORTGAGE,7.0,HOMEIMPROVEMENT,A,25.265238275244034,3.713264082490948,0,0.07321898211290748,N,4
26,40720,MORTGAGE,4.0,PERSONAL,C,33.669449219720555,5.624802437319207,0,0.14915050329746676,Y,3
26,45000,RENT,2.0,PERSONAL,C,27.575603222175797,5.513153592612336,0,0.08577270577368722,Y,4
21,45000,RENT,3.0,VENTURE,A,27.575603222175797,3.841933563093266,0,0.08577270577368722,N,4
23,45000,RENT,4.0,PERSONAL,C,27.575603222175797,5.7556335311814575,0,0.08577270577368722,Y,2
23,45000,RENT,2.0,EDUCATION,C,27.575603222175797,5.55587996430581,0,0.08577270577368722,Y,4
25,45000,RENT,2.0,PERSONAL,B,27.575603222175797,4.475064098737512,0,0.08577270577368722,N,4
26,45243,RENT,3.0,VENTURE,B,27.575603222175797,4.412668785079047,0,0.08577270577368722,N,2
24,45840,RENT,2.0,DEBTCONSOLIDATION,A,27.575603222175797,3.8350506231702495,0,0.07963535856508341,N,2
24,46000,RENT,0.0,PERSONAL,A,27.575603222175797,4.3019985976324175,0,0.07963535856508341,N,2
24,40800,MORTGAGE,0.0,MEDICAL,B,31.70230103673127,5.2209614143029945,0,0.13058052038600915,N,4
22,40800,MORTGAGE,6.0,PERSONAL,A,31.67544926588364,3.2170975999804727,0,0.13058052038600915,N,3
25,40800,MORTGAGE,9.0,MEDICAL,B,33.394702313428695,4.5307128726487935,0,0.14572589741421438,N,4
21,47664,RENT,5.0,DEBTCONSOLIDATION,A,27.575603222175797,3.974574294446668,0,0.07963535856508341,N,2
23,40800,MORTGAGE,4.0,MEDICAL,B,34.026188453807386,4.643645968364415,0,0.14915050329746676,N,2
23,48000,RENT,6.0,VENTURE,A,27.575603222175797,3.974574294446668,0,0.07963535856508341,N,3
26,42000,RENT,2.0,VENTURE,C,27.575603222175797,5.830519424335643,1,0.08577270577368722,N,2
24,42000,RENT,2.0,EDUCATION,C,27.575603222175797,6.073489853364605,1,0.08577270577368722,Y,2
22,40800,OWN,6.0,VENTURE,C,33.669449219720555,5.391668936488958,0,0.14915050329746676,Y,2
23,48000,RENT,3.0,MEDICAL,A,27.575603222175797,3.0726900811864266,0,0.07963535856508341,N,3
22,48000,RENT,0.0,DEBTCONSOLIDATION,C,27.575603222175797,5.491699525340929,0,0.07963535856508341,Y,2
24,40800,OWN,0.0,VENTURE,C,37.11888246013401,5.8510525826631365,0,0.17706624781167016,N,2
26,40800,MORTGAGE,3.0,PERSONAL,A,31.15266436789216,3.9678435512490733,0,0.12203542417018451,N,2
24,48000,RENT,0.0,PERSONAL,B,27.575603222175797,4.607229404408999,0,0.07963535856508341,N,3
23,48600,RENT,2.0,DEBTCONSOLIDATION,B,27.575603222175797,4.751723422522389,0,0.07963535856508341,N,3
23,48756,RENT,5.0,MEDICAL,B,27.575603222175797,5.043287083548921,0,0.07963535856508341,N,4
23,40800,MORTGAGE,3.0,MEDICAL,A,33.669449219720555,3.713264082490948,0,0.14915050329746676,N,2
25,50000,RENT,8.0,EDUCATION,C,27.575603222175797,6.253488035233773,0,0.07963535856508341,N,2
24,40800,MORTGAGE,1.0,EDUCATION,D,29.316386072918462,5.4755687881640185,0,0.10780879944927324,N,3
25,50000,RENT,5.0,VENTURE,B,27.575603222175797,4.936829374622175,0,0.07963535856508341,N,4
22,40872,MORTGAGE,6.0,EDUCATION,B,36.66511634691913,4.890286951579535,0,0.17471923148770432,N,4
23,40900,OWN,5.0,MEDICAL,B,35.51317517327873,5.043287083548921,0,0.1644183285980917,N,4
22,34900,MORTGAGE,4.0,DEBTCONSOLIDATION,D,25.464277250241583,6.189830210437727,1,0.07963535856508341,N,4
23,50000,RENT,7.0,EDUCATION,B,27.575603222175797,4.754701019592947,0,0.07963535856508341,N,3
22,50000,RENT,7.0,MEDICAL,C,27.575603222175797,5.410696642438436,0,0.07963535856508341,N,3
24,50000,RENT,2.0,VENTURE,C,27.575603222175797,5.55587996430581,0,0.07963535856508341,N,4
26,52000,RENT,2.0,EDUCATION,B,27.575603222175797,4.640618841969781,0,0.07321898211290748,N,2
23,52000,RENT,3.0,EDUCATION,B,27.575603222175797,4.607229404408999,0,0.07321898211290748,N,2
24,55000,RENT,8.0,PERSONAL,A,27.575603222175797,3.6353726313335986,0,0.07321898211290748,N,3
21,55000,RENT,3.0,EDUCATION,B,27.575603222175797,4.974417613923041,0,0.07321898211290748,N,4
25,49000,RENT,3.0,MEDICAL,D,27.575603222175797,6.005895715953043,1,0.07963535856508341,Y,2
23,41000,MORTGAGE,7.0,EDUCATION,A,29.316386072918462,3.3086777288973495,0,0.10780879944927324,N,4
25,55200,RENT,2.0,MEDICAL,A,27.575603222175797,3.974574294446668,0,0.07321898211290748,N,3
22,41000,MORTGAGE,6.0,EDUCATION,A,35.35655209774959,3.3086777288973495,0,0.16159358557910303,N,2
23,56928,RENT,3.0,PERSONAL,B,27.575603222175797,4.757677311635081,0,0.06650815354866042,N,3
21,41000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,30.57440519123776,3.3086777288973495,0,0.1174905742817938,N,3
26,52000,RENT,6.0,MEDICAL,E,27.575603222175797,6.734655383131258,1,0.07321898211290748,N,4
26,41000,MORTGAGE,5.0,PERSONAL,A,31.70230103673127,3.3086777288973495,0,0.13058052038600915,N,3
26,53000,RENT,2.0,PERSONAL,D,27.575603222175797,6.170143951898595,1,0.07321898211290748,Y,3
26,60000,RENT,1.0,HOMEIMPROVEMENT,A,27.575603222175797,3.974574294446668,0,0.06650815354866042,N,3
24,60000,RENT,4.0,HOMEIMPROVEMENT,A,27.575603222175797,3.498248022577391,0,0.06650815354866042,N,4
22,41000,MORTGAGE,0.0,VENTURE,B,29.837440942665435,4.640618841969781,0,0.11275172017356352,N,4
24,62000,RENT,4.0,PERSONAL,A,27.575603222175797,3.713264082490948,0,0.06650815354866042,N,3
22,41000,OWN,0.0,PERSONAL,A,17.64437259265911,3.6602719442568312,0,0.019059032477287838,N,2
26,65000,RENT,0.0,HOMEIMPROVEMENT,C,27.575603222175797,5.687877721116071,0,0.059486443386211396,N,2
24,65000,RENT,0.0,PERSONAL,A,27.575603222175797,3.9678435512490733,0,0.059486443386211396,N,4
24,41000,MORTGAGE,3.0,VENTURE,A,22.98886341392129,3.7657716853003445,0,0.052136339569364726,N,2
25,65004,RENT,1.0,HOMEIMPROVEMENT,C,27.575603222175797,5.627440931456312,0,0.059486443386211396,N,3
21,41000,MORTGAGE,2.0,PERSONAL,A,31.91484895937012,3.631806646372743,0,0.13058052038600915,N,3
23,35000,MORTGAGE,7.0,EDUCATION,C,27.887153737473458,5.491699525340929,1,0.10265113379417039,Y,3
22,41000,MORTGAGE,0.0,EDUCATION,B,29.316386072918462,5.184656331290282,0,0.10780879944927324,N,2
23,69000,RENT,7.0,MEDICAL,B,27.575603222175797,4.86689807955098,0,0.059486443386211396,N,2
26,72000,RENT,4.0,HOMEIMPROVEMENT,B,27.575603222175797,5.184656331290282,0,0.059486443386211396,N,3
24,72096,RENT,2.0,HOMEIMPROVEMENT,A,27.575603222175797,3.713264082490948,0,0.059486443386211396,N,2
22,67200,RENT,6.0,DEBTCONSOLIDATION,E,27.575603222175797,6.432052175186606,1,0.059486443386211396,Y,2
24,69000,RENT,2.0,DEBTCONSOLIDATION,D,27.575603222175797,6.068502193850697,1,0.059486443386211396,N,4
22,75000,RENT,0.0,DEBTCONSOLIDATION,B,27.575603222175797,5.281990655285808,0,0.052136339569364726,N,2
24,41000,OWN,9.0,HOMEIMPROVEMENT,D,33.669449219720555,6.0983823251944616,0,0.14572589741421438,N,4
24,41000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,32.727536348057775,4.607229404408999,0,0.13845665072713714,N,2
23,41000,MORTGAGE,7.0,VENTURE,D,33.669449219720555,6.005895715953043,0,0.14572589741421438,Y,2
22,41000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,31.430855160212154,4.607229404408999,0,0.12639575665962294,N,3
23,86000,RENT,0.0,VENTURE,B,27.575603222175797,4.527633654512126,0,0.052136339569364726,N,3
21,90000,RENT,3.0,EDUCATION,B,27.575603222175797,4.527633654512126,0,0.04443916500008338,N,3
23,92000,RENT,5.0,MEDICAL,B,27.575603222175797,4.643645968364415,0,0.04443916500008338,N,3
22,41000,OWN,6.0,MEDICAL,D,22.98886341392129,6.005895715953043,0,0.052136339569364726,Y,4
22,41000,MORTGAGE,4.0,VENTURE,A,29.316386072918462,4.2023363563706635,0,0.10780879944927324,N,4
24,103641,RENT,8.0,VENTURE,B,27.575603222175797,4.863968896765563,0,0.04443916500008338,N,2
22,41000,MORTGAGE,2.0,EDUCATION,B,24.19955612823122,5.27369847647924,0,0.059486443386211396,N,4
21,41000,OWN,5.0,PERSONAL,A,27.887153737473458,3.9205152199039848,0,0.09164550999092827,N,3
22,115000,RENT,4.0,MEDICAL,A,27.575603222175797,3.9678435512490733,0,0.03637498791878667,N,2
25,120000,RENT,9.0,PERSONAL,C,27.575603222175797,5.817658963202639,0,0.03637498791878667,N,3
23,41000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,29.316386072918462,4.434575605301728,0,0.10780879944927324,N,3
24,125000,RENT,6.0,PERSONAL,A,27.575603222175797,3.578044727812624,0,0.03637498791878667,N,3
23,41000,MORTGAGE,0.0,VENTURE,B,27.089219045444224,4.925222937366213,0,0.08577270577368722,N,4
22,23000,RENT,6.0,VENTURE,C,27.654403188463483,5.830519424335643,0,0.13459816047622114,Y,4
24,40000,RENT,0.0,EDUCATION,A,27.654403188463483,3.5273976135530263,0,0.09164550999092827,N,2
24,54000,RENT,0.0,HOMEIMPROVEMENT,A,27.654403188463483,4.169845657099273,0,0.07321898211290748,N,2
23,41000,MORTGAGE,4.0,MEDICAL,B,31.15266436789216,4.8551738787380385,0,0.12203542417018451,N,2
23,41000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,28.626515165020447,4.8551738787380385,0,0.09726738541716978,N,4
25,21600,RENT,0.0,EDUCATION,C,27.732587637772202,5.687877721116071,0,0.1421635234861285,Y,2
21,41004,MORTGAGE,5.0,VENTURE,B,42.6021669652748,4.86689807955098,0,0.214725809669433,N,2
25,41004,OWN,9.0,VENTURE,A,26.220706574957266,3.578044727812624,0,0.07963535856508341,N,3
23,95000,RENT,4.0,PERSONAL,B,33.669449219720555,4.936829374622175,0,0.08577270577368722,N,4
26,41004,MORTGAGE,5.0,VENTURE,B,38.17290711901017,4.925222937366213,0,0.18565393698916363,N,3
23,41004,MORTGAGE,8.0,VENTURE,A,33.669449219720555,4.434575605301728,0,0.14572589741421438,N,4
25,83000,RENT,0.0,EDUCATION,C,33.669449219720555,5.55587996430581,1,0.09164550999092827,N,3
23,96000,RENT,7.0,PERSONAL,B,33.669449219720555,4.8375500854341364,0,0.07963535856508341,N,3
26,96000,RENT,11.0,HOMEIMPROVEMENT,E,33.669449219720555,7.118191621307581,0,0.07963535856508341,Y,3
21,41033,MORTGAGE,2.0,DEBTCONSOLIDATION,C,28.907969268547095,5.494384624273208,0,0.10265113379417039,N,4
24,41100,OWN,2.0,VENTURE,B,32.92207027547038,5.3397750077070585,0,0.13845665072713714,N,2
23,97000,RENT,7.0,EDUCATION,C,33.669449219720555,5.758227770612001,0,0.07963535856508341,N,3
24,97850,RENT,5.0,HOMEIMPROVEMENT,A,33.669449219720555,3.841933563093266,0,0.07963535856508341,N,4
25,98000,RENT,9.0,DEBTCONSOLIDATION,B,33.669449219720555,5.41341092089616,0,0.07963535856508341,N,4
23,41196,MORTGAGE,7.0,EDUCATION,B,38.17290711901017,5.176252292505034,0,0.18565393698916363,N,2
26,99000,RENT,5.0,PERSONAL,A,33.669449219720555,3.7657716853003445,0,0.07963535856508341,N,2
25,99275,RENT,1.0,PERSONAL,C,33.669449219720555,5.927580842868323,0,0.07963535856508341,Y,3
21,41200,OWN,3.0,PERSONAL,B,31.70230103673127,5.077471851285368,0,0.12639575665962294,N,3
24,87996,RENT,8.0,DEBTCONSOLIDATION,D,33.669449219720555,5.97567100692327,1,0.08577270577368722,Y,2
22,99996,RENT,1.0,EDUCATION,A,33.669449219720555,4.434575605301728,0,0.07963535856508341,N,4
22,100000,RENT,3.0,EDUCATION,B,33.669449219720555,4.8375500854341364,0,0.07963535856508341,N,3
24,100000,RENT,5.0,PERSONAL,A,33.669449219720555,3.841933563093266,0,0.07963535856508341,N,3
25,100000,RENT,3.0,VENTURE,A,33.669449219720555,3.5273976135530263,0,0.07963535856508341,N,4
25,88000,RENT,9.0,EDUCATION,E,33.669449219720555,6.709259822792481,1,0.08577270577368722,Y,4
24,100000,RENT,4.0,HOMEIMPROVEMENT,E,33.669449219720555,6.360118479750168,0,0.07963535856508341,Y,2
23,100000,RENT,0.0,PERSONAL,B,33.669449219720555,5.071785804145053,0,0.07963535856508341,N,2
26,102000,RENT,5.0,MEDICAL,A,33.669449219720555,4.2023363563706635,0,0.07963535856508341,N,2
25,107000,RENT,0.0,VENTURE,A,33.669449219720555,4.133908161018352,0,0.07321898211290748,N,3
24,41500,MORTGAGE,8.0,EDUCATION,A,32.22639503401454,3.713264082490948,0,0.13058052038600915,N,4
23,107500,RENT,7.0,MEDICAL,A,33.669449219720555,3.8933007005160323,0,0.07321898211290748,N,2
26,96000,RENT,2.0,EDUCATION,D,33.669449219720555,6.085945615794015,1,0.07963535856508341,Y,2
25,41508,MORTGAGE,9.0,EDUCATION,C,20.239165830813377,5.526531497628809,0,0.03637498791878667,Y,3
23,98000,RENT,0.0,EDUCATION,E,33.669449219720555,6.360118479750168,1,0.07963535856508341,N,2
25,41520,OWN,9.0,MEDICAL,A,26.9216120654055,3.7657716853003445,0,0.08577270577368722,N,2
23,110000,RENT,5.0,DEBTCONSOLIDATION,A,33.669449219720555,3.9678435512490733,0,0.07321898211290748,N,2
22,41600,OWN,4.0,EDUCATION,B,35.35655209774959,5.3397750077070585,0,0.16159358557910303,N,2
22,41600,MORTGAGE,0.0,DEBTCONSOLIDATION,B,30.3342821320062,4.819880992538064,0,0.11275172017356352,N,3
23,41600,MORTGAGE,7.0,EDUCATION,C,30.57440519123776,5.61159632195353,0,0.1174905742817938,N,3
26,113000,RENT,3.0,HOMEIMPROVEMENT,C,33.669449219720555,5.687877721116071,0,0.07321898211290748,Y,3
24,41600,MORTGAGE,0.0,HOMEIMPROVEMENT,A,33.669449219720555,4.31474426739966,0,0.14572589741421438,N,2
22,41600,MORTGAGE,2.0,EDUCATION,D,24.19955612823122,6.02848998222252,0,0.059486443386211396,N,3
24,114800,RENT,6.0,PERSONAL,A,33.669449219720555,4.31474426739966,0,0.07321898211290748,N,4
25,41664,MORTGAGE,6.0,HOMEIMPROVEMENT,A,26.220706574957266,3.293523846692644,0,0.07963535856508341,N,2
25,115000,RENT,6.0,MEDICAL,A,33.669449219720555,3.7657716853003445,0,0.07321898211290748,N,4
22,41717,OWN,5.0,VENTURE,B,40.494917292743274,4.974417613923041,0,0.2011140913294194,N,4
25,41718,OWN,3.0,VENTURE,A,27.887153737473458,3.841933563093266,0,0.09164550999092827,N,2
25,115000,RENT,3.0,MEDICAL,B,33.669449219720555,4.754701019592947,0,0.07321898211290748,N,2
25,116000,RENT,5.0,DEBTCONSOLIDATION,C,33.669449219720555,5.827949013178252,0,0.07321898211290748,Y,4
22,41784,MORTGAGE,6.0,DEBTCONSOLIDATION,A,27.887153737473458,3.3086777288973495,0,0.09164550999092827,N,2
22,41800,MORTGAGE,3.0,VENTURE,A,24.422958422048072,3.578044727812624,0,0.059486443386211396,N,4
22,41820,MORTGAGE,4.0,PERSONAL,A,22.98886341392129,3.631806646372743,0,0.052136339569364726,N,3
21,120000,RENT,2.0,DEBTCONSOLIDATION,B,33.669449219720555,5.142537787494117,0,0.06650815354866042,N,3
21,120000,RENT,4.0,DEBTCONSOLIDATION,B,33.669449219720555,4.640618841969781,0,0.06650815354866042,N,3
26,120000,RENT,11.0,HOMEIMPROVEMENT,C,33.669449219720555,5.410696642438436,0,0.06650815354866042,N,2
23,35941,MORTGAGE,7.0,HOMEIMPROVEMENT,C,25.265238275244034,5.590419006012278,1,0.07963535856508341,N,2
24,120000,RENT,3.0,MEDICAL,A,33.669449219720555,3.9678435512490733,0,0.06650815354866042,N,2
24,120000,RENT,4.0,HOMEIMPROVEMENT,C,33.669449219720555,5.659032347003334,0,0.06650815354866042,Y,4
25,120000,RENT,3.0,DEBTCONSOLIDATION,A,33.669449219720555,4.434575605301728,0,0.06650815354866042,N,2
23,120000,RENT,0.0,DEBTCONSOLIDATION,C,33.669449219720555,5.128443269124072,0,0.06650815354866042,N,2
24,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,40.06081092213513,3.974574294446668,0,0.19807414596455122,N,2
26,122500,RENT,1.0,MEDICAL,B,33.669449219720555,4.8375500854341364,0,0.06650815354866042,N,3
23,124000,RENT,2.0,PERSONAL,C,33.669449219720555,5.830519424335643,0,0.06650815354866042,N,3
22,42000,MORTGAGE,1.0,PERSONAL,C,34.11373842624955,5.927580842868323,0,0.14915050329746676,N,2
26,125000,RENT,6.0,VENTURE,A,33.669449219720555,3.8350506231702495,0,0.06650815354866042,N,2
25,130000,RENT,7.0,HOMEIMPROVEMENT,A,33.669449219720555,3.8350506231702495,0,0.06650815354866042,N,2
22,36000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,26.220706574957266,5.41341092089616,1,0.08577270577368722,N,4
21,36000,MORTGAGE,2.0,MEDICAL,C,27.887153737473458,5.830519424335643,1,0.10265113379417039,Y,2
25,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,35.35655209774959,4.616352236792386,0,0.16159358557910303,N,2
23,42000,MORTGAGE,0.0,PERSONAL,D,29.316386072918462,6.448749062022832,0,0.10265113379417039,N,3
25,42000,MORTGAGE,1.0,VENTURE,A,36.824001012436746,4.3019985976324175,0,0.17228497321906472,N,4
25,132000,RENT,4.0,HOMEIMPROVEMENT,C,33.669449219720555,5.454007132552245,0,0.06650815354866042,Y,3
22,42000,MORTGAGE,6.0,EDUCATION,C,37.524114979005375,5.627440931456312,0,0.17932976077148235,Y,4
22,140000,RENT,0.0,EDUCATION,B,33.669449219720555,4.640618841969781,0,0.059486443386211396,N,2
24,140000,RENT,0.0,HOMEIMPROVEMENT,B,33.669449219720555,4.980182550190449,0,0.059486443386211396,N,2
24,42000,MORTGAGE,5.0,EDUCATION,A,27.732587637772202,3.3086777288973495,0,0.09164550999092827,N,4
24,42000,OWN,8.0,EDUCATION,A,31.70230103673127,3.5273976135530263,0,0.12639575665962294,N,4
22,42000,MORTGAGE,5.0,VENTURE,A,28.482859049643565,3.3086777288973495,0,0.09726738541716978,N,3
26,145000,RENT,1.0,HOMEIMPROVEMENT,B,33.669449219720555,4.936829374622175,0,0.059486443386211396,N,3
24,42000,MORTGAGE,3.0,EDUCATION,A,32.40428534097605,3.841933563093266,0,0.13459816047622114,N,4
23,157500,RENT,1.0,EDUCATION,B,33.669449219720555,5.41341092089616,0,0.052136339569364726,N,2
22,160000,RENT,0.0,VENTURE,A,33.669449219720555,4.31474426739966,0,0.052136339569364726,N,3
25,153000,RENT,9.0,DEBTCONSOLIDATION,D,33.669449219720555,6.005895715953043,1,0.059486443386211396,Y,4
24,165000,RENT,2.0,PERSONAL,B,33.669449219720555,4.396975367822287,0,0.052136339569364726,N,3
24,42000,MORTGAGE,6.0,MEDICAL,A,24.47795087733189,4.3019985976324175,0,0.059486443386211396,N,3
